comment,emotion,polarity
"@peter que maravilha de vídeos, curto demais seu trabalho, reúne técnica, amor, organização e didática. A vontade é fazer tudo que voce ensina, para mim mesmo, decorar a casa rsrsrsrs.... Você é show demais!!!",joy,positivo
Lindas demais. ❤,neutral,negativo
Por quanto poderia vender,neutral,positivo
Tem vídeo de como fazer essência para vela? Amei o vídeo! ♥,anger,negativo
Amei sua aula!<br>Sou de Campo Grande-Ms,neutral,positivo
"Apaixonada pela forma que explica... seu estilo... sua forma de conscientizar do que é preciso. Obrigada, porque eu já ia sair comprando tudo... Desesperada por fazer dinheiro rápido , já que meu infoproduto não está dando muito certo. Mas não quero sair do mundo do artesanato. vou respirar, pegar um folha, te assistir mais e só ai. Ver o que fazer.",fear,positivo
Que lindo 💕,neutral,positivo
adorei !!! muito lindo !,joy,positivo
E depois consigo vender esse refil pra pessoa ?,neutral,negativo
"Eu não consegui dominar a parafina de soja ainda, ela fica com uma crosta branca estranha, não fica com o acabamento bonito. Help me!",anger,negativo
Ooiii!! Amo o seu trabalho.  Dá para vc nos ensinar a fazer uma flor vela.,anger,positivo
"Oi Peter, no lugar da parafina e da gordura pode usar cera de cocô?",neutral,negativo
Uma dúvida : essa vela com copinho no meio. No vídeo ele fala de &quot; trocar o refil&quot; . Como faz pra  &quot;trocar o refil &quot;  ?,surprise,negativo
"Peter, boa tarde a gordura vegeta é mesma que faz salgados? Tô em duvidas",neutral,negativo
Maravilhoso amei,neutral,positivo
Maravilhoso  Peter vc arrasar sempre,neutral,positivo
Olá...adorando. Queria saber se a parafina gel derrete no sol?,neutral,positivo
Arrasou ❤❤❤,neutral,neutro
Amei eu gostaria de saber se o gel tbm pode colorir pq um vermelho meio transparente deve fica lindo ne,neutral,negativo
Eu não entendi direito o material da flor que você usou... é de tecido?,neutral,negativo
Aula maravilhosa!!! É a primeira vez que assisto e aprendi muito.,neutral,positivo
Porque colocar essência na base ?não seria melhor colocar a essência no copo central?,neutral,neutro
Amo peter 🎉,neutral,positivo
"Vc arrasa Peter, vc vende esses materiais, parafina, parafina em gel? Estou encantada com o mundo das velas.",neutral,negativo
"Oi Peter,amei mas só posso dizer que aprendi fazendo. Vou experimentar fazer e te figo se deu certo. Gratidão por mais uma maravilhosa aula!❤",neutral,positivo
"Adorei! Vc é muito didático m, dá pra aprender muito.  <br>Obrigada.",anger,positivo
"Quando o pavio chegar na vela de gel ,a vela acaba ou o pavio vai descer?",neutral,negativo
Que maravilha. Amei,neutral,positivo
Que perfeição. Amo velas,neutral,positivo
E que mestre em eli e siprismente maravilhoso ❤,fear,positivo
Oi boa noite meu anjo lindas as velas q vc fez eu amor o seu trabalho eu so meia cabeça dura pra aprender ❤,fear,positivo
"Seus produtos são maravilhosos, Deus te abençoe imensamente ,",neutral,positivo
Maravilha amei ❤,neutral,positivo
"Estou amando suas aulas, vc é muito lindo e simpático, parabéns. Estou levando em começar a trabalhar com velas por causa de vc, pessoa linda. 😘",fear,negativo
Lindo seu trabalho Peter,neutral,positivo
Nossa amei quero fazer,neutral,positivo
Amei gratidão ❤,neutral,positivo
"Adoro suas aulas e dicas, Peter!!!!!",neutral,positivo
"Amei,gratidão <br>Pelo aprendizado",neutral,positivo
Aprendo muito com suas dicas parabéns,neutral,positivo
To amando tudo 😊🥰,joy,positivo
"Olá!! Ficaram lindas!! Fiquei com uma dúvida,  não é perigoso na vela do copo quadrado quando queimar todo o pavio e pegar na flor embaixo que está no gel? Fiquei com essa dúvida",joy,negativo
Não me canso de ver esse vídeo prla beleza das velas.Grata Peter!,anger,positivo
Pq colocar essência na primeira camada de vela se ela não receberá as chamas?,neutral,negativo
eu em 2023...video lindo...uma duvida se alguem puder me ajudar....qto tempo pra colocar a cera de coco ou soja por cima de gel? To com medo de colocar e misturar rsrs...ansiosa kakakaka,surprise,negativo
"Peter, pode fazer com cera de coco?",neutral,neutro
Pode trocar gordura vegetal por azeite ou óleo de coco?,neutral,negativo
Amei! Vc arrasa.  Parabéns,neutral,negativo
Nossa tudo muito lindo,neutral,positivo
Como trocar o refil ?,neutral,negativo
"Oi, estou pesquisando tudo que vcs tem sobre velas, pra poder começar esse novo hobbie. ainda tenho muitas perguntas antes de comprar os produtos, a primeira fica na parafina, quando a pessoa vai com prar fica perdida, tem a em gel, a petróleo, a de soja 100% a mix que é 50 a 50, a de coco... gente pode por favor fazer um video só de cera? e se ja tiver, pode me mostrar? pq to aqui vendo tudo que o canal de vcs tem sobre e não achei só sobre isso, achei alguma coisa mas não sanou minha duvida.",neutral,negativo
"Adorei essas velas , mas eu  gostaria de saber se pode ser feita com flores naturais",neutral,positivo
Posso usar cera de coco? Muda a proporção?,neutral,negativo
Que aula... Peter vc tem um dom maravilhoso 🥰,neutral,positivo
"..meu querido, vc é o máximo dos mestres, não tem igual !...sou sua fã desde o início da sua carreira, continuo desejando muito sucesso e prosperidade, pq vc não &quot;economiza &quot; em repassar seu conhecimento de tantos anos. Obrigada de coração...<a href=""UCkszU2WH9gy1mb0dV-11UJg/EvkfY6uNC5OykQOewoCQAQ""></a>💗💖💝..bjbjbsj..",neutral,positivo
"Adorei! Mas tenho uma dúvida, quando queimar a parafina dentro do copo de shot, ela vai esquentar e não vai derreter e deformar a parte exterior que é decorativa?",anger,positivo
Amei quero mais  aulas igual,neutral,negativo
❤❤❤❤ Amei ❤<br>Gratidão 🙏🙌,neutral,positivo
"Nunca fiz vela, qual o quite pra começar ?",neutral,negativo
Da pra fazer vela só com parafina em gel? Se sim como??,neutral,negativo
Lindo como tudo que você produz. Bjinhos,neutral,positivo
Muito lindo!! ❤,neutral,positivo
"Hoje que estou o dia inteiro procurando como fazer velas e adorei o seu canal. Estou muito novata e não vi muitos vídeos, então minha dúvida pode ser ignorante, mas como derreter a parafina em gel e, a essência, só deve ser posta com a parafina morna? E quanto tempo leva pra parafina secar, seja gel ou lentilha da?",neutral,neutro
Boa tarde Peter! O copo tem de estar quente para colocar a vela?,neutral,neutro
Peter vc arrasa junto com as velas! Estou começando e sempre que tenho dúvidas procuro sua equipe! Tenho sido muito bem atendida e olha a sua didática deixa a gente com vontade de faze-las e acender o mundo .😊,anger,positivo
Pode colocar óleo essencial na parafina?,fear,neutro
Você arrasa👏👏👏🙏❤️😘,neutral,positivo
Estou encantada!!,surprise,positivo
Acaba perdendo a base em gel??? Fica só de enfeite??,neutral,negativo
Ao invés da parafina com a gordura vegetal posso usar a cera de coco né?,neutral,negativo
Onde posso comprar suas velas?,neutral,negativo
Peter vc é 10!,joy,positivo
Gostei muito!!!!!!!,surprise,positivo
Adorei 😍😍😍 vc é uma simpatia,neutral,positivo
Perfeitas ❤<br>Gostaria de saber qual a diferença entre parafina de soja e cera de soja .Gratidão ❤,neutral,positivo
Ameeei! E é super fácil de fazer.,joy,positivo
Maravilhoso ❤❤❤❤❤❤❤❤❤❤,neutral,positivo
Onde vende esse pote de vidro cilíndrico maior ?,neutral,negativo
"Peter, eu fiz mas ficou com muita bolha, não ficou transparente",neutral,negativo
"Amei, vc é o melhor, incrível❤",fear,positivo
Estou amando suas dicas. Gostaria de saber onde posso encontrar esses copos duplos: dentro fininho e o de fora. Grata,neutral,negativo
Em vez de parafina pode usar cera soja?,neutral,negativo
"Amo suas aulas, obrigada por compartilhar conosco ❤❤❤",neutral,positivo
"Nunca imaginei q era frito assim onde eu posso vender e qual o valor q devo cobrar  gostaria muito de aprender e fazer o melhor sempre amo seu canal 🥰🥰🥰😘😘😘 GRATIDÃO, GRATIDÃO GRATIDÃO  Peter vc é Luz na vida das pessoas",fear,positivo
Amei perfeição,neutral,positivo
"Amei , você é show 😘😘😘😘😘",joy,positivo
"Oiii, alguem sabe por quanto se vende uma vela assim?",neutral,negativo
"Amei , agora Peter você me fez ter vontade de fazer velinhas. E olha que já estou fazendo os sabonetes.😁😁",joy,negativo
Gostei muito ❤,neutral,positivo
"Adorei a aula, estou me planejando para entrar nesse mercado das velas. Gratidão pelo video❤",anger,positivo
Aonde compro esse copo shot?,neutral,negativo
Quanto preço  que você vende esse tipo de vela.,neutral,positivo
Assistindo em 2023 e amando o vídeo e a sua simpatia ❤ já me inscrevi 👏👏👏,fear,positivo
"Ohhhh cérebro abençoado,nossa!acompanho vc a uns 10 anos,via seus vídeos pela tv,vc é maravilhoso, parabéns 🥰🥰🥰🥰",surprise,positivo
a parafina em gel não derrete depois de acender a vela,neutral,negativo
Maravilhosas velas!!Parabens Peter!,joy,positivo
Amei eu quero entrar nesse  ramo  parabéns você arrasou,neutral,negativo
"Peter vc é o cara, excelencia no que faz. onde adquirir essas variedades de potes?",neutral,positivo
Bom dia 🌺 a gordura vegetal culinária?,neutral,neutro
Amei .muito obrigado❤,neutral,positivo
"Olá, é obrigatório  a por gordura vegetal ? beijos",neutral,negativo
Peter Paiva adoro vc tem muita paciência e dá super dicas😍😘,neutral,positivo
Maravilhoso,neutral,positivo
Amei já fiz um curso presencial a um tempo atrás estou pensando começar a fazer para vender ❤,fear,negativo
Vc é ótimo,disgust,neutro
Maravilhoso trabalho❤,neutral,positivo
Muito bom,neutral,positivo
Frofesor  k  fases  com  canela e  frutas obrigado,neutral,positivo
Muito lindo demais obrigado você e bom professor explica muito bem,neutral,positivo
Lindas adoro velas no vidro 👏👏👏👏🇵🇹,neutral,positivo
Estou apaixonada. Levo horas assistindo,neutral,positivo
Passei o secador mas estragou a vela😢,neutral,negativo
Vc colocou essência na parafina em gel?<br>Mostra o soprador térmico.<br>Muito obrigada!,neutral,neutro
"Gente, queria muito conhecer o Peter ele parece ser una pessoa super alto astral. E acho incrível quando ele dá crédito pra as assistentes  que já fizeram as velas antes e vai dando as dicas conforme elas explicaram. Muita luz pra vc querido  e pra toda sua equipe. Um Beijo no coração ! ❤️",neutral,positivo
"E se eu quiser fazer tudo natural , sem parafina?",neutral,negativo
"Deus te abençoe, também.🥰",neutral,positivo
Formidável! Amei...👏👏👏👏💯,neutral,positivo
Maravilhoso seu trabalho 👏😍👏,neutral,positivo
"Amei!!!! Parabéns , vc é top das galáxias !!!",joy,positivo
"Adorei seu vídeo, você explica muito bem. Gostaria de saber se o pavio que você usa é com fio de cobre.",neutral,positivo
Oi bom dia me chamo sheila quanto posso cobra por cada uma,neutral,positivo
Vc é lindo demais!! Por dentro e por fora❤,neutral,negativo
Amei...vou fazer um luau...vou colocar em todas as mesas. E vou acrescentar rodelas de laranja...creio que dará certo.,joy,negativo
Esse copo menor compra onde?,neutral,negativo
"Encantador!!<br>Parabéns pelo seus lindos trabalhos! Quero começar a fazer velas para me entreter (passar o meu tempo, pois já tenho idade) então pensei em velas, seu canal é encantador para além dos seus trabalhos muito bonitos!<br>Boa sorte para você!💯😍👏🏻",neutral,positivo
Obrigada por abrir minha mente,neutral,positivo
"Trabalho com confeitaria, mas minha filha me pediu pra eu fazer velas pra dar aos seus clientes, ela é arquiteta e me lembrei logo do Peter, referência pra mim, assisti um vídeo e fiquei encantada com tanto de dicas que ele deu. Peter adoro sua arte!!!❤❤❤",neutral,positivo
Vc e um gênio!😘,joy,positivo
"Amei seu trabalho , muito bem explicado 👏👏👏👏",neutral,positivo
Hj  assisti este vídeo e amei!!! Deu vontade até de fazer😍,neutral,positivo
Parabéns 👏🏻<br>Adorei sua aula 😃,neutral,positivo
Posso usar flores naturais ?,neutral,negativo
Boa tarde. Posso usar olé essencial?,neutral,neutro
"Forte! Só estou com dúvida sobre ascender a parafina transparente, pode? Ainda estou estudando seus usos, se alguém puder me ajudar serei grato :)",anger,positivo
Eu gostaria de saber como faz pro pavio não tombar na vela com parafina em gel embaixo e de soja em cima,neutral,neutro
OLÁ PETER AONDE COMPRO ESSE COPO FINO QUE VC COLOCOU DETRO DO OUTRO?<br>E AS ESSÊNCIAS AONDE COMPRO?ESSA VELA NO COPO NÃO ESTOURA O COPO E PEGA FOGO? MORRO DE MEDO.<br>E ESSES PAVIO E PARAFINA AONDE COMPRO?,neutral,negativo
Que trabalho maravilhoso! É uma obra de arte!,neutral,positivo
Muito lindas gratidão Peter,neutral,positivo
"só não entendi, como o miolo vai ser refil, o copinho vai soltar da parafina gel depois, ou teria q a pessoa encher o copinho novamente com parafina normal??",neutral,negativo
"belezinha amei, parabéns sua didática é ótima",fear,positivo
Peter! Boa noite! Pode usar sempre vivas pra decorar as velas???,anger,positivo
Amei seus trabalhos 👏,neutral,positivo
Fiz uma vela em gel tipo aquário sem o copo dentro e o pavio &quot;afoga&quot;. não pode usar sem copo?,neutral,negativo
"Adorei , muito bem explicado",neutral,positivo
Ficou lindas 👏🏼👏🏼👏🏼👏🏼👏🏼,neutral,negativo
Apaixonada por suas aulas Peter 💗,neutral,positivo
Excelente! Adorei a objetividade! Obrigada por dividir seu conhecimento!,neutral,positivo
Se não fizer a base com a cera e colocar o copinho direto no copo grande tem perigo de estourar?.,fear,negativo
Linda demais,neutral,negativo
"Peter, você é um ótimo profissional e sabe ensinar bem. Te acompanho faz tempo, conheço uma loja sua em minha cidade, é linda, já comprei coisas lá para fazer aromatizador, que também amo. Vou fazer estas velas, amei. Dá para fazer será com flores naturais?",neutral,positivo
Você é muito Top amei!!!🥰,neutral,positivo
Adorei. Você é incrivel!!!!,anger,positivo
Amo seus trabalhos 👏👏👏👏👏👏👏,neutral,positivo
pode por corantes nas velas no copo do meio,neutral,negativo
Ficou uma dúvida<br>Aquela  que o gel fica embaixo e o pavio fica em cima e vai acender . Não vai  derretendo até chegar no gel decorado ?  O gel pode queimar ?,neutral,negativo
